,Year,Country,Activity,Sex,dead
0,2018,usa,surf,M,No
1,2017,usa,surf,F,No
2,2017,usa,surf,F,No
3,2017,usa,surf,F,No
4,2017,usa,surf,M,No
5,2017,usa,surf,M,No
6,2017,usa,surf,M,No
7,2017,usa,surf,M,Unknown
8,2017,usa,surf,M,No
9,2017,usa,surf,M,No
10,2017,usa,surf,M,No
11,2017,usa,surf,M,No
12,2017,usa,surf,M,No
13,2017,usa,surf,M,No
14,2017,usa,surf,M,No
15,2017,usa,surf,M,No
16,2017,usa,surf,F,Unknown
17,2017,usa,surf,F,No
18,2017,usa,surf,M,No
19,2017,usa,surf,M,No
20,2017,usa,surf,F,No
21,2017,usa,surf,F,No
22,2017,usa,surf,M,No
23,2016,usa,surf,M,No
24,2016,usa,surf,M,Unknown
25,2016,usa,surf,M,No
26,2016,usa,surf,M,No
27,2016,usa,surf,M,No
28,2016,usa,surf,M,No
29,2016,usa,surf,M,No
30,2016,usa,surf,M,No
31,2016,usa,surf,M,No
32,2016,usa,surf,M,No
33,2016,usa,surf,M,No
34,2016,usa,surf,M,No
35,2016,usa,surf,M,No
36,2016,usa,surf,M,No
37,2016,usa,surf,M,No
38,2016,usa,surf,F,No
39,2016,usa,surf,M,No
40,2016,usa,surf,M,No
41,2016,usa,surf,M,No
42,2016,usa,surf,M,Unknown
43,2016,usa,surf,M,No
44,2016,usa,surf,Unknown,Unknown
45,2016,usa,surf,M,No
46,2016,usa,surf,M,No
47,2016,usa,surf,F,No
48,2015,usa,surf,M,No
49,2015,usa,surf,M,No
50,2015,usa,surf,F,Unknown
51,2015,usa,surf,M,No
52,2015,usa,surf,M,No
53,2015,usa,surf,M,Unknown
54,2015,usa,surf,M,No
55,2015,usa,surf,M,No
56,2015,usa,surf,M,No
57,2015,usa,surf,M,No
58,2015,usa,surf,M,No
59,2015,usa,surf,F,No
60,2015,usa,surf,M,No
61,2015,usa,surf,M,No
62,2015,usa,surf,M,No
63,2015,usa,surf,M,No
64,2015,usa,surf,M,No
65,2015,usa,surf,M,No
66,2014,usa,surf,M,No
67,2014,usa,surf,M,No
68,2014,usa,surf,M,No
69,2014,usa,surf,F,No
70,2014,usa,surf,M,No
71,2014,usa,surf,F,No
72,2014,usa,surf,M,No
73,2014,usa,surf,M,No
74,2014,usa,surf,M,No
75,2014,usa,surf,M,No
76,2014,usa,surf,M,Unknown
77,2014,usa,surf,F,No
78,2014,usa,surf,M,No
79,2014,usa,surf,M,No
80,2014,usa,surf,M,No
81,2014,usa,surf,M,No
82,2014,usa,surf,M,No
83,2014,usa,surf,M,No
84,2014,usa,surf,M,No
85,2014,usa,surf,M,No
86,2014,usa,surf,M,No
87,2014,usa,surf,M,No
88,2014,usa,surf,M,No
89,2014,usa,surf,M,No
90,2014,usa,surf,M,No
91,2014,usa,surf,M,No
92,2013,usa,surf,M,No
93,2013,usa,surf,M,No
94,2013,usa,surf,M,No
95,2013,usa,surf,M,No
96,2013,usa,surf,M,No
97,2013,usa,surf,M,No
98,2013,usa,surf,M,No
99,2013,usa,surf,F,No
100,2013,usa,surf,M,No
101,2013,usa,surf,M,No
102,2013,usa,surf,F,No
103,2013,usa,surf,M,No
104,2013,usa,surf,M,No
105,2013,usa,surf,F,No
106,2013,usa,surf,F,No
107,2013,usa,surf,M,Unknown
108,2013,usa,surf,M,No
109,2013,usa,surf,M,No
110,2013,usa,surf,M,No
111,2013,usa,surf,M,No
112,2013,usa,surf,Unknown,No
113,2013,usa,surf,M,No
114,2013,usa,surf,M,No
115,2013,usa,surf,M,No
116,2012,usa,surf,M,No
117,2012,usa,surf,M,No
118,2012,usa,surf,M,No
119,2012,usa,surf,M,No
120,2012,usa,surf,M,Yes
121,2012,usa,surf,M,No
122,2012,usa,surf,M,No
123,2012,usa,surf,M,No
124,2012,usa,surf,M,No
125,2012,usa,surf,M,No
126,2012,usa,surf,Unknown,No
127,2012,usa,surf,M,No
128,2012,usa,surf,M,No
129,2012,usa,surf,M,No
130,2012,usa,surf,M,No
131,2012,usa,surf,M,No
132,2012,usa,surf,M,No
133,2012,usa,surf,M,No
134,2012,usa,surf,M,No
135,2012,usa,surf,F,No
136,2012,usa,surf,M,No
137,2012,usa,surf,M,No
138,2012,usa,surf,M,No
139,2012,usa,surf,M,No
140,2012,usa,surf,M,No
141,2012,usa,surf,F,No
142,2012,usa,surf,M,No
143,2012,usa,surf,M,No
144,2012,usa,surf,M,No
145,2012,usa,surf,M,No
146,2011,usa,surf,M,No
147,2011,usa,surf,F,No
148,2011,usa,surf,M,No
149,2011,usa,surf,M,No
150,2011,usa,surf,M,No
151,2011,usa,surf,M,No
152,2011,usa,surf,M,Unknown
153,2011,usa,surf,M,No
154,2011,usa,surf,M,No
155,2011,usa,surf,Unknown,No
156,2011,usa,surf,M,No
157,2011,usa,surf,M,No
158,2011,usa,surf,M,No
159,2011,usa,surf,M,No
160,2011,usa,surf,M,No
161,2011,usa,surf,F,No
162,2011,usa,surf,M,No
163,2011,usa,surf,F,No
164,2011,usa,surf,M,No
165,2011,usa,surf,M,No
166,2011,usa,surf,M,No
167,2010,usa,surf,M,No
168,2010,usa,surf,M,No
169,2010,usa,surf,M,No
170,2010,usa,surf,M,No
171,2010,usa,surf,M,No
172,2010,usa,surf,M,No
173,2010,usa,surf,M,No
174,2010,usa,surf,M,No
175,2010,usa,surf,M,No
176,2010,usa,surf,M,No
177,2010,usa,surf,M,No
178,2010,usa,surf,M,No
179,2010,usa,surf,M,No
180,2010,usa,surf,M,No
181,2010,usa,surf,M,No
182,2009,usa,surf,M,Unknown
183,2009,usa,surf,M,No
184,2009,usa,surf,F,No
185,2009,usa,surf,M,No
186,2009,usa,surf,M,No
187,2009,usa,surf,M,No
188,2009,usa,surf,M,No
189,2009,usa,surf,M,No
190,2009,usa,surf,M,No
191,2009,usa,surf,M,No
192,2009,usa,surf,M,No
193,2009,usa,surf,M,Unknown
194,2009,usa,surf,M,No
195,2009,usa,surf,M,No
196,2009,usa,surf,M,No
197,2009,usa,surf,M,No
198,2009,usa,surf,M,No
199,2009,usa,surf,M,No
200,2009,usa,surf,M,No
201,2009,usa,surf,F,No
202,2008,usa,surf,M,No
203,2008,usa,surf,M,No
204,2008,usa,surf,M,No
205,2008,usa,surf,M,No
206,2008,usa,surf,M,No
207,2008,usa,surf,M,No
208,2008,usa,surf,M,No
209,2008,usa,surf,M,No
210,2008,usa,surf,M,No
211,2008,usa,surf,M,No
212,2008,usa,surf,F,Unknown
213,2008,usa,surf,M,No
214,2008,usa,surf,M,No
215,2008,usa,surf,M,Unknown
216,2008,usa,surf,M,No
217,2008,usa,surf,M,No
218,2008,usa,surf,M,No
219,2008,usa,surf,F,No
220,2008,usa,surf,M,No
221,2008,usa,surf,M,No
222,2008,usa,surf,M,No
223,2008,usa,surf,M,No
224,2008,usa,surf,M,No
225,2008,usa,surf,M,No
226,2008,usa,surf,Unknown,No
227,2008,usa,surf,M,No
228,2008,usa,surf,M,No
229,2008,usa,surf,M,No
230,2008,usa,surf,M,No
231,2008,usa,surf,M,No
232,2008,usa,surf,M,No
233,2008,usa,surf,M,No
234,2007,usa,surf,M,No
235,2007,usa,surf,M,No
236,2007,usa,surf,M,No
237,2007,usa,surf,M,No
238,2007,usa,surf,M,No
239,2007,usa,surf,M,No
240,2007,usa,surf,F,No
241,2007,usa,surf,F,No
242,2007,usa,surf,M,No
243,2007,usa,surf,F,No
244,2007,usa,surf,M,No
245,2007,usa,surf,M,No
246,2007,usa,surf,M,No
247,2007,usa,surf,M,No
248,2007,usa,surf,M,No
249,2007,usa,surf,M,No
250,2007,usa,surf,M,No
251,2007,usa,surf,M,No
252,2007,usa,surf,M,No
253,2007,usa,surf,M,No
254,2007,usa,surf,M,No
255,2007,usa,surf,F,Unknown
256,2007,usa,surf,F,No
257,2007,usa,surf,M,No
258,2007,usa,surf,M,No
259,2007,usa,surf,M,No
260,2007,usa,surf,M,No
261,2007,usa,surf,M,Unknown
262,2007,usa,surf,M,No
263,2006,usa,surf,M,No
264,2006,usa,surf,M,No
265,2006,usa,surf,M,No
266,2006,usa,surf,M,No
267,2006,usa,surf,M,No
268,2006,usa,surf,M,No
269,2006,usa,surf,M,No
270,2006,usa,surf,M,No
271,2006,usa,surf,M,No
272,2006,usa,surf,M,No
273,2006,usa,surf,M,No
274,2006,usa,surf,M,No
275,2006,usa,surf,F,No
276,2006,usa,surf,M,No
277,2006,usa,surf,M,No
278,2006,usa,surf,M,No
279,2006,usa,surf,F,No
280,2006,usa,surf,M,No
281,2006,usa,surf,M,No
282,2005,usa,surf,M,No
283,2005,usa,surf,M,No
284,2005,usa,surf,M,No
285,2005,usa,surf,M,No
286,2005,usa,surf,M,No
287,2005,usa,surf,M,No
288,2005,usa,surf,M,No
289,2005,usa,surf,M,No
290,2005,usa,surf,M,No
291,2005,usa,surf,F,No
292,2005,usa,surf,M,No
293,2005,usa,surf,M,No
294,2005,usa,surf,M,Unknown
295,2005,usa,surf,F,No
296,2005,usa,surf,M,Yes
297,2005,usa,surf,M,No
298,2005,usa,surf,M,No
299,2005,usa,surf,M,No
300,2005,usa,surf,M,No
301,2005,usa,surf,M,Unknown
302,2005,usa,surf,M,Unknown
303,2005,usa,surf,M,No
304,2005,usa,surf,M,Unknown
305,2005,usa,surf,M,No
306,2005,usa,surf,M,No
307,2004,usa,surf,Unknown,No
308,2004,usa,surf,M,No
309,2004,usa,surf,M,No
310,2004,usa,surf,M,No
311,2004,usa,surf,M,No
312,2004,usa,surf,M,Unknown
313,2004,usa,surf,M,No
314,2004,usa,surf,F,No
315,2004,usa,surf,F,No
316,2004,usa,surf,M,No
317,2004,usa,surf,M,No
318,2004,usa,surf,M,No
319,2004,usa,surf,M,Yes
320,2004,usa,surf,F,Unknown
321,2004,usa,surf,M,No
322,2004,usa,surf,M,No
323,2004,usa,surf,M,No
324,2003,usa,surf,F,No
325,2003,usa,surf,M,No
326,2003,usa,surf,M,No
327,2003,usa,surf,F,No
328,2003,usa,surf,M,No
329,2003,usa,surf,M,No
330,2003,usa,surf,F,No
331,2003,usa,surf,M,No
332,2003,usa,surf,M,No
333,2003,usa,surf,M,No
334,2003,usa,surf,M,No
335,2003,usa,surf,M,No
336,2003,usa,surf,M,No
337,2003,usa,surf,M,No
338,2003,usa,surf,M,No
339,2003,usa,surf,M,No
340,2003,usa,surf,M,No
341,2003,usa,surf,M,No
342,2003,usa,surf,M,No
343,2003,usa,surf,M,No
344,2003,usa,surf,M,No
345,2003,usa,surf,Unknown,No
346,2003,usa,surf,M,No
347,2003,usa,surf,M,No
348,2003,usa,surf,M,No
349,2003,usa,surf,M,No
350,2003,usa,surf,M,No
351,2003,usa,surf,M,No
352,2003,usa,surf,M,No
353,2003,usa,surf,M,No
354,2003,usa,surf,M,No
355,2003,usa,surf,M,No
356,2002,usa,surf,M,No
357,2002,usa,surf,M,No
358,2002,usa,surf,M,No
359,2002,usa,surf,M,No
360,2002,usa,surf,M,No
361,2002,usa,surf,M,No
362,2002,usa,surf,M,No
363,2002,usa,surf,M,No
364,2002,usa,surf,M,No
365,2002,usa,surf,M,No
366,2002,usa,surf,M,No
367,2002,usa,surf,M,No
368,2002,usa,surf,M,No
369,2002,usa,surf,M,No
370,2002,usa,surf,Unknown,No
371,2002,usa,surf,M,No
372,2002,usa,surf,M,No
373,2002,usa,surf,M,No
374,2002,usa,surf,M,No
375,2002,usa,surf,M,No
376,2002,usa,surf,M,No
377,2002,usa,surf,M,No
378,2001,usa,surf,Unknown,No
379,2001,usa,surf,M,No
380,2001,usa,surf,M,No
381,2001,usa,surf,M,No
382,2001,usa,surf,M,No
383,2001,usa,surf,M,No
384,2001,usa,surf,M,No
385,2001,usa,surf,F,No
386,2001,usa,surf,F,No
387,2001,usa,surf,M,No
388,2001,usa,surf,M,No
389,2001,usa,surf,M,No
390,2001,usa,surf,M,No
391,2001,usa,surf,M,No
392,2001,usa,surf,M,No
393,2001,usa,surf,M,No
394,2001,usa,surf,M,No
395,2001,usa,surf,M,No
396,2001,usa,surf,M,No
397,2001,usa,surf,M,No
398,2001,usa,surf,M,No
399,2001,usa,surf,M,No
400,2001,usa,surf,Unknown,No
401,2001,usa,surf,M,No
402,2001,usa,surf,M,No
403,2001,usa,surf,M,No
404,2000,usa,surf,M,No
405,2000,usa,surf,M,No
406,2000,usa,surf,M,No
407,2000,usa,surf,M,No
408,2000,usa,surf,M,No
409,2000,usa,surf,M,No
410,2000,usa,surf,M,No
411,2000,usa,surf,M,No
412,2000,usa,surf,F,No
413,2000,usa,surf,M,No
414,2000,usa,surf,M,No
415,2000,usa,surf,M,No
416,2000,usa,surf,M,No
417,2000,usa,surf,M,No
418,1999,usa,surf,M,No
419,1999,usa,surf,M,No
420,1999,usa,surf,M,No
421,1999,usa,surf,M,No
422,1999,usa,surf,M,No
423,1999,usa,surf,M,No
424,1999,usa,surf,M,No
425,1999,usa,surf,M,No
426,1999,usa,surf,M,No
427,1999,usa,surf,M,No
428,1999,usa,surf,M,No
429,1999,usa,surf,M,No
430,1999,usa,surf,M,No
431,1999,usa,surf,M,No
432,1999,usa,surf,M,No
433,1999,usa,surf,M,No
434,1999,usa,surf,M,Unknown
435,1998,usa,surf,M,No
436,1998,usa,surf,M,No
437,1998,usa,surf,M,No
438,1998,usa,surf,M,No
439,1998,usa,surf,M,No
440,1998,usa,surf,M,No
441,1998,usa,surf,M,No
442,1998,usa,surf,M,No
443,1998,usa,surf,M,No
444,1998,usa,surf,M,No
445,1998,usa,surf,M,No
446,1998,usa,surf,M,No
447,1997,usa,surf,M,No
448,1997,usa,surf,M,No
449,1997,usa,surf,M,No
450,1997,usa,surf,M,No
451,1997,usa,surf,Unknown,No
452,1997,usa,surf,M,No
453,1997,usa,surf,M,No
454,1997,usa,surf,M,No
455,1997,usa,surf,M,No
456,1997,usa,surf,M,No
457,1997,usa,surf,M,No
458,1997,usa,surf,M,No
459,1997,usa,surf,M,No
460,1997,usa,surf,M,No
461,1997,usa,surf,M,No
462,1996,usa,surf,M,No
463,1996,usa,surf,M,No
464,1996,usa,surf,M,No
465,1996,usa,surf,M,No
466,1996,usa,surf,M,No
467,1996,usa,surf,M,No
468,1996,usa,surf,F,No
469,1996,usa,surf,M,No
470,1996,usa,surf,M,No
471,1996,usa,surf,M,No
472,1995,usa,surf,M,No
473,1995,usa,surf,M,No
474,1995,usa,surf,M,No
475,1995,usa,surf,M,No
476,1995,usa,surf,M,No
477,1995,usa,surf,M,No
478,1995,usa,surf,M,No
479,1995,usa,surf,M,No
480,1995,usa,surf,M,No
481,1995,usa,surf,M,No
482,1995,usa,surf,M,No
483,1995,usa,surf,M,No
484,1995,usa,surf,M,No
485,1995,usa,surf,M,No
486,1995,usa,surf,M,No
487,1995,usa,surf,M,No
488,1995,usa,surf,M,No
489,1995,usa,surf,M,No
490,1995,usa,surf,M,No
491,1994,usa,surf,Unknown,No
492,1994,usa,surf,F,No
493,1994,usa,surf,Unknown,No
494,1994,usa,surf,M,No
495,1994,usa,surf,M,No
496,1994,usa,surf,M,No
497,1994,usa,surf,M,No
498,1994,usa,surf,M,No
499,1994,usa,surf,M,No
500,1994,usa,surf,M,No
501,1994,usa,surf,M,Yes
502,1994,usa,surf,M,No
503,1993,usa,surf,M,Yes
504,1993,usa,surf,M,No
505,1993,usa,surf,M,No
506,1993,usa,surf,Unknown,No
507,1993,usa,surf,Unknown,No
508,1993,usa,surf,M,No
509,1993,usa,surf,M,No
510,1993,usa,surf,M,No
511,1993,usa,surf,M,No
512,1992,usa,surf,M,No
513,1992,usa,surf,M,No
514,1992,usa,surf,M,No
515,1992,usa,surf,M,No
516,1992,usa,surf,M,No
517,1992,usa,surf,M,No
518,1992,usa,surf,M,No
519,1992,usa,surf,M,No
520,1992,usa,surf,F,No
521,1992,usa,surf,M,No
522,1991,usa,surf,M,No
523,1991,usa,surf,M,No
524,1991,usa,surf,M,No
525,1991,usa,surf,M,No
526,1991,usa,surf,M,No
527,1991,usa,surf,M,No
528,1991,usa,surf,M,No
529,1991,usa,surf,M,No
530,1990,usa,surf,F,No
531,1990,usa,surf,M,No
532,1990,usa,surf,M,No
533,1990,usa,surf,M,No
534,1990,usa,surf,M,No
535,1990,usa,surf,M,No
536,1990,usa,surf,M,No
537,1990,usa,surf,M,No
538,1990,usa,surf,M,No
539,1990,usa,surf,M,No
540,1990,usa,surf,M,No
541,1990,usa,surf,M,No
542,1990,usa,surf,M,No
543,1990,usa,surf,M,NA
544,1989,usa,surf,M,No
545,1989,usa,surf,M,No
546,1989,usa,surf,M,No
547,1989,usa,surf,M,No
548,1989,usa,surf,M,No
549,1989,usa,surf,M,No
550,1989,usa,surf,M,No
551,1988,usa,surf,M,No
552,1988,usa,surf,M,No
553,1988,usa,surf,M,No
554,1988,usa,surf,M,No
555,1988,usa,surf,M,No
556,1988,usa,surf,M,No
557,1988,usa,surf,M,No
558,1988,usa,surf,M,No
559,1988,usa,surf,M,No
560,1988,usa,surf,M,No
561,1988,usa,surf,M,No
562,1988,usa,surf,M,No
563,1988,usa,surf,M,No
564,1987,usa,surf,M,No
565,1987,usa,surf,M,No
566,1987,usa,surf,M,No
567,1987,usa,surf,M,No
568,1987,usa,surf,M,No
569,1987,usa,surf,F,No
570,1987,usa,surf,M,No
571,1987,usa,surf,M,No
572,1986,usa,surf,M,No
573,1986,usa,surf,M,No
574,1986,usa,surf,M,No
575,1986,usa,surf,M,No
576,1986,usa,surf,M,No
577,1986,usa,surf,Unknown,No
578,1986,usa,surf,Unknown,No
579,1986,usa,surf,Unknown,No
580,1986,usa,surf,M,No
581,1986,usa,surf,M,No
582,1985,usa,surf,M,No
583,1985,usa,surf,M,No
584,1985,usa,surf,M,No
585,1985,usa,surf,M,No
586,1985,usa,surf,M,No
587,1984,usa,surf,M,No
588,1984,usa,surf,F,No
589,1984,usa,surf,M,No
590,1984,usa,surf,M,No
591,1984,usa,surf,M,No
592,1984,usa,surf,M,No
593,1984,usa,surf,M,No
594,1984,usa,surf,M,No
595,1983,usa,surf,M,No
596,1983,usa,surf,M,No
597,1983,usa,surf,M,No
598,1983,usa,surf,M,No
599,1983,usa,surf,F,No
600,1983,usa,surf,M,No
601,1983,usa,surf,M,No
602,1983,usa,surf,M,No
603,1983,usa,surf,M,NA
604,1983,usa,surf,M,No
605,1983,usa,surf,M,No
606,1982,usa,surf,M,No
607,1982,usa,surf,M,No
608,1982,usa,surf,M,Unknown
609,1982,usa,surf,M,No
610,1982,usa,surf,M,No
611,1981,usa,surf,M,Yes
612,1981,usa,surf,M,No
613,1981,usa,surf,M,NA
614,1981,usa,surf,M,No
615,1981,usa,surf,M,No
616,1981,usa,surf,M,No
617,1981,usa,surf,M,No
618,1981,usa,surf,M,No
619,1981,usa,surf,M,No
620,1981,usa,surf,M,No
621,1981,usa,surf,M,No
622,1981,usa,surf,M,No
623,1980,usa,surf,M,No
624,1980,usa,surf,M,No
625,1980,usa,surf,M,No
626,1980,usa,surf,M,No
627,1980,usa,surf,M,No
628,1979,usa,surf,M,No
629,1979,usa,surf,M,No
630,1979,usa,surf,M,No
631,1978,usa,surf,M,No
632,1978,usa,surf,M,No
633,1978,usa,surf,M,No
634,1978,usa,surf,M,No
635,1978,usa,surf,F,No
636,1977,usa,surf,M,No
637,1977,usa,surf,M,No
638,1976,usa,surf,M,No
639,1976,usa,surf,M,No
640,1976,usa,surf,M,No
641,1976,usa,surf,M,No
642,1976,usa,surf,M,No
643,1975,usa,surf,M,No
644,1975,usa,surf,M,Unknown
645,1975,usa,surf,Unknown,Unknown
646,1975,usa,surf,M,No
647,1975,usa,surf,M,No
648,1975,usa,surf,M,No
649,1975,usa,surf,M,No
650,1974,usa,surf,M,No
651,1974,usa,surf,M,No
652,1974,usa,surf,M,No
653,1974,usa,surf,M,No
654,1974,usa,surf,M,No
655,1974,usa,surf,M,No
656,1973,usa,surf,M,No
657,1973,usa,surf,M,No
658,1972,usa,surf,M,No
659,1972,usa,surf,M,No
660,1972,usa,surf,M,No
661,1972,usa,surf,M,No
662,1971,usa,surf,M,No
663,1971,usa,surf,Unknown,No
664,1970,usa,surf,M,No
665,1970,usa,surf,M,No
666,1970,usa,surf,M,Unknown
667,1969,usa,surf,M,No
668,1969,usa,surf,M,No
669,1969,usa,surf,M,No
670,1969,usa,surf,M,No
671,1969,usa,surf,M,No
672,1968,usa,surf,Unknown,Unknown
673,1968,usa,surf,M,No
674,1968,usa,surf,M,No
675,1968,usa,surf,Unknown,Unknown
676,1967,usa,surf,M,Unknown
677,1966,usa,surf,M,No
678,1965,usa,surf,M,Unknown
679,1965,usa,surf,M,No
680,1965,usa,surf,M,No
681,1964,usa,surf,M,No
682,1963,usa,surf,M,No
683,1963,usa,surf,M,No
684,1962,usa,surf,M,No
685,1962,usa,surf,M,Yes
686,1962,usa,surf,M,No
687,1962,usa,surf,M,No
688,1960,usa,surf,M,No
689,1960,usa,surf,M,No
690,1959,usa,surf,M,No
691,1958,usa,surf,M,Yes
692,1956,usa,surf,M,No
693,1955,usa,surf,M,No
694,1953,usa,surf,M,No
695,1952,usa,surf,M,Yes
696,1950,usa,surf,M,No
697,1828,usa,surf,M,Yes
698,1779,usa,surf,M,Yes
699,NA,usa,surf,M,No
700,NA,usa,surf,M,No
701,2018,australia,surf,M,No
702,2018,australia,surf,M,No
703,2018,australia,surf,M,No
704,2018,australia,surf,M,No
705,2018,australia,surf,M,No
706,2018,australia,surf,M,No
707,2018,australia,surf,M,No
708,2018,australia,surf,M,No
709,2018,australia,surf,M,No
710,2018,australia,surf,M,No
711,2018,australia,surf,M,No
712,2017,australia,surf,M,No
713,2017,australia,surf,M,No
714,2017,australia,surf,M,No
715,2017,australia,surf,M,No
716,2017,australia,surf,M,No
717,2017,australia,surf,M,No
718,2017,australia,surf,F,No
719,2017,australia,surf,F,Yes
720,2017,australia,surf,M,No
721,2016,australia,surf,M,No
722,2016,australia,surf,M,No
723,2016,australia,surf,M,No
724,2016,australia,surf,M,No
725,2016,australia,surf,M,No
726,2016,australia,surf,M,No
727,2016,australia,surf,M,No
728,2016,australia,surf,M,No
729,2016,australia,surf,M,No
730,2016,australia,surf,M,No
731,2016,australia,surf,M,No
732,2016,australia,surf,M,Yes
733,2016,australia,surf,M,No
734,2016,australia,surf,M,No
735,2016,australia,surf,M,Unknown
736,2016,australia,surf,M,No
737,2016,australia,surf,M,No
738,2015,australia,surf,M,No
739,2015,australia,surf,M,No
740,2015,australia,surf,M,No
741,2015,australia,surf,M,No
742,2015,australia,surf,M,No
743,2015,australia,surf,M,No
744,2015,australia,surf,M,No
745,2015,australia,surf,M,Unknown
746,2015,australia,surf,M,No
747,2015,australia,surf,M,No
748,2015,australia,surf,M,No
749,2015,australia,surf,F,No
750,2015,australia,surf,M,No
751,2015,australia,surf,M,No
752,2015,australia,surf,M,No
753,2015,australia,surf,M,Yes
754,2015,australia,surf,M,No
755,2015,australia,surf,M,No
756,2015,australia,surf,M,No
757,2015,australia,surf,F,Unknown
758,2014,australia,surf,Unknown,No
759,2014,australia,surf,M,No
760,2014,australia,surf,M,No
761,2014,australia,surf,M,No
762,2014,australia,surf,F,No
763,2014,australia,surf,M,No
764,2014,australia,surf,M,No
765,2014,australia,surf,M,No
766,2014,australia,surf,M,No
767,2014,australia,surf,M,No
768,2013,australia,surf,M,No
769,2013,australia,surf,M,Yes
770,2013,australia,surf,M,No
771,2013,australia,surf,M,No
772,2013,australia,surf,M,No
773,2013,australia,surf,M,No
774,2013,australia,surf,M,Unknown
775,2013,australia,surf,M,No
776,2012,australia,surf,M,No
777,2012,australia,surf,M,No
778,2012,australia,surf,M,No
779,2012,australia,surf,M,No
780,2012,australia,surf,M,Yes
781,2012,australia,surf,M,No
782,2012,australia,surf,M,No
783,2012,australia,surf,M,No
784,2012,australia,surf,M,No
785,2012,australia,surf,M,No
786,2012,australia,surf,M,No
787,2012,australia,surf,M,No
788,2012,australia,surf,M,No
789,2011,australia,surf,M,No
790,2011,australia,surf,M,No
791,2011,australia,surf,M,No
792,2011,australia,surf,M,No
793,2011,australia,surf,M,No
794,2010,australia,surf,M,No
795,2010,australia,surf,M,No
796,2010,australia,surf,M,No
797,2010,australia,surf,M,Yes
798,2010,australia,surf,M,No
799,2010,australia,surf,M,No
800,2010,australia,surf,M,No
801,2010,australia,surf,M,No
802,2010,australia,surf,M,No
803,2010,australia,surf,M,No
804,2009,australia,surf,M,No
805,2009,australia,surf,M,No
806,2009,australia,surf,M,No
807,2009,australia,surf,M,No
808,2009,australia,surf,M,No
809,2009,australia,surf,M,No
810,2009,australia,surf,F,No
811,2009,australia,surf,M,No
812,2009,australia,surf,M,No
813,2009,australia,surf,M,No
814,2009,australia,surf,M,No
815,2009,australia,surf,M,No
816,2009,australia,surf,M,No
817,2009,australia,surf,F,No
818,2009,australia,surf,M,No
819,2008,australia,surf,M,No
820,2008,australia,surf,M,No
821,2008,australia,surf,M,No
822,2008,australia,surf,M,No
823,2008,australia,surf,M,Unknown
824,2008,australia,surf,F,No
825,2007,australia,surf,M,No
826,2007,australia,surf,M,No
827,2007,australia,surf,F,No
828,2007,australia,surf,M,No
829,2007,australia,surf,M,No
830,2007,australia,surf,F,No
831,2007,australia,surf,M,No
832,2006,australia,surf,M,No
833,2006,australia,surf,M,No
834,2006,australia,surf,M,No
835,2006,australia,surf,M,No
836,2006,australia,surf,M,No
837,2005,australia,surf,M,No
838,2005,australia,surf,M,No
839,2005,australia,surf,M,No
840,2005,australia,surf,M,No
841,2005,australia,surf,M,No
842,2005,australia,surf,M,No
843,2005,australia,surf,M,No
844,2004,australia,surf,M,Yes
845,2004,australia,surf,M,No
846,2004,australia,surf,M,Yes
847,2004,australia,surf,M,No
848,2003,australia,surf,M,No
849,2003,australia,surf,M,No
850,2003,australia,surf,M,No
851,2003,australia,surf,F,No
852,2002,australia,surf,M,No
853,2002,australia,surf,M,Yes
854,2002,australia,surf,M,No
855,2002,australia,surf,M,No
856,2001,australia,surf,M,No
857,2001,australia,surf,M,No
858,2001,australia,surf,M,Unknown
859,2001,australia,surf,M,No
860,2001,australia,surf,M,No
861,2001,australia,surf,M,No
862,2000,australia,surf,M,Yes
863,2000,australia,surf,M,Yes
864,2000,australia,surf,M,No
865,2000,australia,surf,M,No
866,1999,australia,surf,M,Yes
867,1999,australia,surf,M,No
868,1998,australia,surf,F,No
869,1998,australia,surf,M,No
870,1997,australia,surf,M,No
871,1997,australia,surf,M,No
872,1997,australia,surf,M,Yes
873,1996,australia,surf,M,NA
874,1996,australia,surf,M,No
875,1995,australia,surf,F,No
876,1995,australia,surf,M,No
877,1992,australia,surf,M,Yes
878,1992,australia,surf,M,No
879,1992,australia,surf,M,No
880,1992,australia,surf,M,Unknown
881,1991,australia,surf,M,No
882,1991,australia,surf,M,No
883,1990,australia,surf,M,No
884,1990,australia,surf,M,No
885,1990,australia,surf,M,No
886,1990,australia,surf,M,No
887,1989,australia,surf,M,No
888,1989,australia,surf,M,No
889,1989,australia,surf,M,NA
890,1989,australia,surf,M,No
891,1989,australia,surf,M,Yes
892,1989,australia,surf,M,No
893,1988,australia,surf,M,No
894,1988,australia,surf,M,No
895,1988,australia,surf,M,No
896,1987,australia,surf,M,No
897,1986,australia,surf,M,No
898,1982,australia,surf,M,Yes
899,1981,australia,surf,M,No
900,1977,australia,surf,M,No
901,1977,australia,surf,M,No
902,1975,australia,surf,M,No
903,1975,australia,surf,M,No
904,1975,australia,surf,M,Yes
905,1973,australia,surf,M,No
906,1972,australia,surf,M,No
907,1972,australia,surf,M,No
908,1971,australia,surf,M,No
909,1965,australia,surf,M,No
910,1964,australia,surf,M,No
911,1964,australia,surf,M,No
912,1963,australia,surf,M,No
913,1963,australia,surf,M,No
914,1962,australia,surf,M,No
